Year,State Name,Dist Name,Crop,Min_Temp,Max_Temp,Avg_Temp,Rainfall,Actual_Yield,Predicted_Yield,Resilience_Index,Resilience_Class
1996,Bihar,Shahabad (now part of Bhojpur district),maize,22.0,22.0,22.0,800.0,1360.0,1822.0,0.75,Moderately Resilient
1996,Bihar,Shahabad (now part of Bhojpur district),rice,25.0,25.0,25.0,1200.0,2340.0,1914.0,1.22,Highly Resilient
1996,Chhattisgarh,Bastar,chickpea,20.0,20.0,20.0,600.0,600.0,657.0,0.91,Highly Resilient
1996,Chhattisgarh,Bastar,maize,22.0,22.0,22.0,800.0,1586.0,1688.0,0.94,Highly Resilient
1996,Chhattisgarh,Bastar,rice,25.0,25.0,25.0,1200.0,1041.0,1635.0,0.64,Vulnerable
1996,Chhattisgarh,Bilaspur,chickpea,20.0,20.0,20.0,600.0,620.0,752.0,0.82,Moderately Resilient
1996,Chhattisgarh,Bilaspur,maize,22.0,22.0,22.0,800.0,1281.0,1450.0,0.88,Moderately Resilient
1996,Chhattisgarh,Bilaspur,rice,25.0,25.0,25.0,1200.0,1341.0,1614.0,0.83,Moderately Resilient
1996,Chhattisgarh,Durg,chickpea,20.0,20.0,20.0,600.0,664.0,883.0,0.75,Moderately Resilient
1996,Chhattisgarh,Durg,maize,22.0,22.0,22.0,800.0,1281.0,1683.0,0.76,Moderately Resilient
1996,Chhattisgarh,Durg,rice,25.0,25.0,25.0,1200.0,1290.0,1482.0,0.87,Moderately Resilient
1996,Chhattisgarh,Raigarh,chickpea,20.0,20.0,20.0,600.0,667.0,794.0,0.84,Moderately Resilient
1996,Chhattisgarh,Raigarh,maize,22.0,22.0,22.0,800.0,1312.0,1318.0,1.0,Highly Resilient
1996,Chhattisgarh,Raigarh,rice,25.0,25.0,25.0,1200.0,1287.0,1640.0,0.78,Moderately Resilient
1996,Chhattisgarh,Raipur,chickpea,20.0,20.0,20.0,600.0,640.0,786.0,0.81,Moderately Resilient
1996,Chhattisgarh,Raipur,maize,22.0,22.0,22.0,800.0,1000.0,1161.0,0.86,Moderately Resilient
1996,Chhattisgarh,Raipur,rice,25.0,25.0,25.0,1200.0,1684.0,1594.0,1.06,Highly Resilient
1996,Chhattisgarh,Surguja,chickpea,20.0,20.0,20.0,600.0,556.0,767.0,0.72,Moderately Resilient
1996,Chhattisgarh,Surguja,maize,22.0,22.0,22.0,800.0,1142.0,1600.0,0.71,Moderately Resilient
1996,Chhattisgarh,Surguja,rice,25.0,25.0,25.0,1200.0,1056.0,1786.0,0.59,Vulnerable
1996,Gujarat,Ahmedabad,chickpea,20.0,20.0,20.0,600.0,591.0,805.0,0.73,Moderately Resilient
1996,Gujarat,Ahmedabad,cotton,28.0,28.0,28.0,700.0,218.0,269.0,0.81,Moderately Resilient
1996,Gujarat,Ahmedabad,maize,22.0,22.0,22.0,800.0,1470.0,1439.0,1.02,Highly Resilient
1996,Gujarat,Ahmedabad,rice,25.0,25.0,25.0,1200.0,976.0,1553.0,0.63,Vulnerable
1996,Gujarat,Amreli,chickpea,20.0,20.0,20.0,600.0,323.0,731.0,0.44,Vulnerable
1996,Gujarat,Amreli,cotton,28.0,28.0,28.0,700.0,470.0,295.0,1.59,Highly Resilient
1996,Gujarat,Amreli,maize,22.0,22.0,22.0,800.0,1538.0,1567.0,0.98,Highly Resilient
1996,Gujarat,Amreli,rice,25.0,25.0,25.0,1200.0,1000.0,1247.0,0.8,Moderately Resilient
1996,Gujarat,Banaskantha,chickpea,20.0,20.0,20.0,600.0,667.0,706.0,0.94,Highly Resilient
1996,Gujarat,Banaskantha,cotton,28.0,28.0,28.0,700.0,235.0,272.0,0.86,Moderately Resilient
1996,Gujarat,Banaskantha,maize,22.0,22.0,22.0,800.0,2919.0,2371.0,1.23,Highly Resilient
1996,Gujarat,Banaskantha,rice,25.0,25.0,25.0,1200.0,1000.0,1247.0,0.8,Moderately Resilient
1996,Gujarat,Bharuch,chickpea,20.0,20.0,20.0,600.0,286.0,573.0,0.5,Vulnerable
1996,Gujarat,Bharuch,cotton,28.0,28.0,28.0,700.0,250.0,234.0,1.07,Highly Resilient
1996,Gujarat,Bharuch,maize,22.0,22.0,22.0,800.0,1553.0,1589.0,0.98,Highly Resilient
1996,Gujarat,Bharuch,rice,25.0,25.0,25.0,1200.0,974.0,1424.0,0.68,Vulnerable
1996,Gujarat,Bhavnagar,chickpea,20.0,20.0,20.0,600.0,697.0,873.0,0.8,Moderately Resilient
1996,Gujarat,Bhavnagar,cotton,28.0,28.0,28.0,700.0,272.0,292.0,0.93,Highly Resilient
1996,Gujarat,Bhavnagar,maize,22.0,22.0,22.0,800.0,1559.0,1643.0,0.95,Highly Resilient
1996,Gujarat,Bhavnagar,rice,25.0,25.0,25.0,1200.0,2000.0,1247.0,1.6,Highly Resilient
1996,Gujarat,Dangs,chickpea,20.0,20.0,20.0,600.0,600.0,715.0,0.84,Moderately Resilient
1996,Gujarat,Dangs,maize,22.0,22.0,22.0,800.0,1500.0,1468.0,1.02,Highly Resilient
1996,Gujarat,Dangs,rice,25.0,25.0,25.0,1200.0,725.0,990.0,0.73,Moderately Resilient
1996,Gujarat,Jamnagar,chickpea,20.0,20.0,20.0,600.0,982.0,926.0,1.06,Highly Resilient
1996,Gujarat,Jamnagar,cotton,28.0,28.0,28.0,700.0,445.0,319.0,1.4,Highly Resilient
1996,Gujarat,Jamnagar,maize,22.0,22.0,22.0,800.0,1529.0,1291.0,1.18,Highly Resilient
1996,Gujarat,Junagadh,chickpea,20.0,20.0,20.0,600.0,1026.0,928.0,1.11,Highly Resilient
1996,Gujarat,Junagadh,cotton,28.0,28.0,28.0,700.0,330.0,320.0,1.03,Highly Resilient
1996,Gujarat,Junagadh,maize,22.0,22.0,22.0,800.0,1500.0,1413.0,1.06,Highly Resilient
1996,Gujarat,Junagadh,rice,25.0,25.0,25.0,1200.0,1667.0,1521.0,1.1,Highly Resilient
1996,Gujarat,Kheda,chickpea,20.0,20.0,20.0,600.0,615.0,798.0,0.77,Moderately Resilient
1996,Gujarat,Kheda,cotton,28.0,28.0,28.0,700.0,341.0,293.0,1.16,Highly Resilient
1996,Gujarat,Kheda,maize,22.0,22.0,22.0,800.0,1329.0,1704.0,0.78,Moderately Resilient
1996,Gujarat,Kheda,rice,25.0,25.0,25.0,1200.0,1663.0,2177.0,0.76,Moderately Resilient
1996,Gujarat,Kutch,cotton,28.0,28.0,28.0,700.0,156.0,219.0,0.71,Moderately Resilient
1996,Gujarat,Mehsana,chickpea,20.0,20.0,20.0,600.0,500.0,691.0,0.72,Moderately Resilient
1996,Gujarat,Mehsana,cotton,28.0,28.0,28.0,700.0,272.0,263.0,1.03,Highly Resilient
1996,Gujarat,Mehsana,maize,22.0,22.0,22.0,800.0,1667.0,1291.0,1.29,Highly Resilient
1996,Gujarat,Mehsana,rice,25.0,25.0,25.0,1200.0,1236.0,1632.0,0.76,Moderately Resilient
1996,Gujarat,Panchmahal,chickpea,20.0,20.0,20.0,600.0,861.0,786.0,1.1,Highly Resilient
1996,Gujarat,Panchmahal,cotton,28.0,28.0,28.0,700.0,377.0,314.0,1.2,Highly Resilient
1996,Gujarat,Panchmahal,maize,22.0,22.0,22.0,800.0,1350.0,1599.0,0.84,Moderately Resilient
1996,Gujarat,Panchmahal,rice,25.0,25.0,25.0,1200.0,826.0,2071.0,0.4,Vulnerable
1996,Gujarat,Rajkot,chickpea,20.0,20.0,20.0,600.0,850.0,809.0,1.05,Highly Resilient
1996,Gujarat,Rajkot,cotton,28.0,28.0,28.0,700.0,554.0,365.0,1.52,Highly Resilient
1996,Gujarat,Rajkot,maize,22.0,22.0,22.0,800.0,2000.0,1589.0,1.26,Highly Resilient
1996,Gujarat,Sabarkantha,chickpea,20.0,20.0,20.0,600.0,778.0,767.0,1.01,Highly Resilient
1996,Gujarat,Sabarkantha,cotton,28.0,28.0,28.0,700.0,482.0,319.0,1.51,Highly Resilient
1996,Gujarat,Sabarkantha,maize,22.0,22.0,22.0,800.0,1872.0,1760.0,1.06,Highly Resilient
1996,Gujarat,Sabarkantha,rice,25.0,25.0,25.0,1200.0,1571.0,1593.0,0.99,Highly Resilient
1996,Gujarat,Surat,chickpea,20.0,20.0,20.0,600.0,781.0,713.0,1.1,Highly Resilient
1996,Gujarat,Surat,cotton,28.0,28.0,28.0,700.0,384.0,321.0,1.2,Highly Resilient
1996,Gujarat,Surat,maize,22.0,22.0,22.0,800.0,1500.0,1354.0,1.11,Highly Resilient
1996,Gujarat,Surat,rice,25.0,25.0,25.0,1200.0,2376.0,2127.0,1.12,Highly Resilient
1996,Gujarat,Surendranagar,chickpea,20.0,20.0,20.0,600.0,623.0,825.0,0.76,Moderately Resilient
1996,Gujarat,Surendranagar,cotton,28.0,28.0,28.0,700.0,213.0,211.0,1.01,Highly Resilient
1996,Gujarat,Surendranagar,rice,25.0,25.0,25.0,1200.0,1750.0,1479.0,1.18,Highly Resilient
1996,Gujarat,Vadodara / Baroda,chickpea,20.0,20.0,20.0,600.0,778.0,754.0,1.03,Highly Resilient
1996,Gujarat,Vadodara / Baroda,cotton,28.0,28.0,28.0,700.0,341.0,323.0,1.05,Highly Resilient
1996,Gujarat,Vadodara / Baroda,maize,22.0,22.0,22.0,800.0,1531.0,1783.0,0.86,Moderately Resilient
1996,Gujarat,Vadodara / Baroda,rice,25.0,25.0,25.0,1200.0,1075.0,1585.0,0.68,Vulnerable
1996,Gujarat,Valsad,chickpea,20.0,20.0,20.0,600.0,706.0,698.0,1.01,Highly Resilient
1996,Gujarat,Valsad,maize,22.0,22.0,22.0,800.0,1000.0,1238.0,0.81,Moderately Resilient
1996,Gujarat,Valsad,rice,25.0,25.0,25.0,1200.0,2040.0,2084.0,0.98,Highly Resilient
1996,Haryana,Ambala,chickpea,20.0,20.0,20.0,600.0,1250.0,794.0,1.57,Highly Resilient
1996,Haryana,Ambala,maize,22.0,22.0,22.0,800.0,1651.0,1650.0,1.0,Highly Resilient
1996,Haryana,Ambala,rice,25.0,25.0,25.0,1200.0,3128.0,2187.0,1.43,Highly Resilient
1996,Haryana,Gurgaon,chickpea,20.0,20.0,20.0,600.0,1167.0,926.0,1.26,Highly Resilient
1996,Haryana,Gurgaon,cotton,28.0,28.0,28.0,700.0,425.0,309.0,1.38,Highly Resilient
1996,Haryana,Gurgaon,maize,22.0,22.0,22.0,800.0,2222.0,1472.0,1.51,Highly Resilient
1996,Haryana,Gurgaon,rice,25.0,25.0,25.0,1200.0,2802.0,2135.0,1.31,Highly Resilient
1996,Haryana,Hissar,chickpea,20.0,20.0,20.0,600.0,777.0,674.0,1.15,Highly Resilient
1996,Haryana,Hissar,cotton,28.0,28.0,28.0,700.0,414.0,375.0,1.1,Highly Resilient
1996,Haryana,Hissar,rice,25.0,25.0,25.0,1200.0,3615.0,2263.0,1.6,Highly Resilient
1996,Haryana,Jind,chickpea,20.0,20.0,20.0,600.0,723.0,820.0,0.88,Moderately Resilient
1996,Haryana,Jind,cotton,28.0,28.0,28.0,700.0,285.0,274.0,1.04,Highly Resilient
1996,Haryana,Jind,maize,22.0,22.0,22.0,800.0,4000.0,2276.0,1.76,Highly Resilient
1996,Haryana,Jind,rice,25.0,25.0,25.0,1200.0,2982.0,2211.0,1.35,Highly Resilient
1996,Haryana,Karnal,chickpea,20.0,20.0,20.0,600.0,1220.0,779.0,1.57,Highly Resilient
1996,Haryana,Karnal,cotton,28.0,28.0,28.0,700.0,215.0,292.0,0.73,Moderately Resilient
1996,Haryana,Karnal,maize,22.0,22.0,22.0,800.0,2081.0,1963.0,1.06,Highly Resilient
1996,Haryana,Karnal,rice,25.0,25.0,25.0,1200.0,2922.0,2231.0,1.31,Highly Resilient
1996,Haryana,Mahendragarh / Narnaul,chickpea,20.0,20.0,20.0,600.0,787.0,850.0,0.93,Highly Resilient
1996,Haryana,Mahendragarh / Narnaul,cotton,28.0,28.0,28.0,700.0,381.0,316.0,1.21,Highly Resilient
1996,Haryana,Rohtak,chickpea,20.0,20.0,20.0,600.0,1006.0,821.0,1.23,Highly Resilient
1996,Haryana,Rohtak,cotton,28.0,28.0,28.0,700.0,269.0,276.0,0.97,Highly Resilient
1996,Haryana,Rohtak,rice,25.0,25.0,25.0,1200.0,2206.0,2122.0,1.04,Highly Resilient
1996,Himachal Pradesh,Bilashpur,chickpea,20.0,20.0,20.0,600.0,846.0,721.0,1.17,Highly Resilient
1996,Himachal Pradesh,Bilashpur,maize,22.0,22.0,22.0,800.0,1152.0,1703.0,0.68,Vulnerable
1996,Himachal Pradesh,Bilashpur,rice,25.0,25.0,25.0,1200.0,1060.0,1068.0,0.99,Highly Resilient
1996,Himachal Pradesh,Chamba,maize,22.0,22.0,22.0,800.0,2814.0,2289.0,1.23,Highly Resilient
1996,Himachal Pradesh,Chamba,rice,25.0,25.0,25.0,1200.0,1491.0,1266.0,1.18,Highly Resilient
1996,Himachal Pradesh,Kangra,chickpea,20.0,20.0,20.0,600.0,832.0,854.0,0.97,Highly Resilient
1996,Himachal Pradesh,Kangra,cotton,28.0,28.0,28.0,700.0,381.0,308.0,1.24,Highly Resilient
1996,Himachal Pradesh,Kangra,maize,22.0,22.0,22.0,800.0,1602.0,1708.0,0.94,Highly Resilient
1996,Himachal Pradesh,Kangra,rice,25.0,25.0,25.0,1200.0,1344.0,1755.0,0.77,Moderately Resilient
1996,Himachal Pradesh,Kinnaur,maize,22.0,22.0,22.0,800.0,1930.0,1514.0,1.27,Highly Resilient
1996,Himachal Pradesh,Kinnaur,rice,25.0,25.0,25.0,1200.0,1500.0,1184.0,1.27,Highly Resilient
1996,Himachal Pradesh,Kullu,chickpea,20.0,20.0,20.0,600.0,500.0,844.0,0.59,Vulnerable
1996,Himachal Pradesh,Kullu,maize,22.0,22.0,22.0,800.0,1855.0,1722.0,1.08,Highly Resilient
1996,Himachal Pradesh,Kullu,rice,25.0,25.0,25.0,1200.0,1000.0,1379.0,0.73,Moderately Resilient
1996,Himachal Pradesh,Lahul & Spiti,maize,22.0,22.0,22.0,800.0,2000.0,1821.0,1.1,Highly Resilient
1996,Himachal Pradesh,Mandi,chickpea,20.0,20.0,20.0,600.0,833.0,765.0,1.09,Highly Resilient
1996,Himachal Pradesh,Mandi,maize,22.0,22.0,22.0,800.0,2406.0,1885.0,1.28,Highly Resilient
1996,Himachal Pradesh,Mandi,rice,25.0,25.0,25.0,1200.0,1289.0,1630.0,0.79,Moderately Resilient
1996,Himachal Pradesh,Shimla,chickpea,20.0,20.0,20.0,600.0,1500.0,844.0,1.78,Highly Resilient
1996,Himachal Pradesh,Shimla,maize,22.0,22.0,22.0,800.0,2593.0,1841.0,1.41,Highly Resilient
1996,Himachal Pradesh,Shimla,rice,25.0,25.0,25.0,1200.0,1577.0,1205.0,1.31,Highly Resilient
1996,Himachal Pradesh,Sirmaur,chickpea,20.0,20.0,20.0,600.0,639.0,698.0,0.92,Highly Resilient
1996,Himachal Pradesh,Sirmaur,cotton,28.0,28.0,28.0,700.0,667.0,633.0,1.05,Highly Resilient
1996,Himachal Pradesh,Sirmaur,maize,22.0,22.0,22.0,800.0,1907.0,1796.0,1.06,Highly Resilient
1996,Himachal Pradesh,Sirmaur,rice,25.0,25.0,25.0,1200.0,1014.0,1057.0,0.96,Highly Resilient
1996,Himachal Pradesh,Solan,chickpea,20.0,20.0,20.0,600.0,1187.0,800.0,1.48,Highly Resilient
1996,Himachal Pradesh,Solan,cotton,28.0,28.0,28.0,700.0,667.0,633.0,1.05,Highly Resilient
1996,Himachal Pradesh,Solan,maize,22.0,22.0,22.0,800.0,1843.0,1660.0,1.11,Highly Resilient
1996,Himachal Pradesh,Solan,rice,25.0,25.0,25.0,1200.0,1826.0,1220.0,1.5,Highly Resilient
1996,Karnataka,Bangalore,chickpea,20.0,20.0,20.0,600.0,571.0,628.0,0.91,Highly Resilient
1996,Karnataka,Bangalore,maize,22.0,22.0,22.0,800.0,3361.0,2404.0,1.4,Highly Resilient
1996,Karnataka,Bangalore,rice,25.0,25.0,25.0,1200.0,2630.0,2163.0,1.22,Highly Resilient
1996,Karnataka,Belgaum,chickpea,20.0,20.0,20.0,600.0,622.0,809.0,0.77,Moderately Resilient
