Year,State Name,Dist Name,Crop,Min_Temp,Max_Temp,Avg_Temp,Rainfall,Actual_Yield,Predicted_Yield,Resilience_Index,Resilience_Class
1996,Chhattisgarh,Bilaspur,maize,22.0,22.0,22.0,800.0,1281.0,1281.0,1.0,Highly Resilient
1996,Chhattisgarh,Bilaspur,rice,25.0,25.0,25.0,1200.0,1341.0,1341.0,1.0,Highly Resilient
1996,Chhattisgarh,Durg,chickpea,20.0,20.0,20.0,600.0,664.0,664.0,1.0,Highly Resilient
1996,Chhattisgarh,Durg,maize,22.0,22.0,22.0,800.0,1281.0,1281.0,1.0,Highly Resilient
1996,Chhattisgarh,Durg,rice,25.0,25.0,25.0,1200.0,1290.0,1292.0,1.0,Highly Resilient
1996,Chhattisgarh,Raigarh,chickpea,20.0,20.0,20.0,600.0,667.0,667.0,1.0,Highly Resilient
1996,Chhattisgarh,Raigarh,maize,22.0,22.0,22.0,800.0,1312.0,1312.0,1.0,Highly Resilient
1996,Chhattisgarh,Raigarh,rice,25.0,25.0,25.0,1200.0,1287.0,1287.0,1.0,Highly Resilient
1996,Chhattisgarh,Raipur,chickpea,20.0,20.0,20.0,600.0,640.0,640.0,1.0,Highly Resilient
1996,Chhattisgarh,Raipur,maize,22.0,22.0,22.0,800.0,1000.0,1000.0,1.0,Highly Resilient
1996,Chhattisgarh,Raipur,rice,25.0,25.0,25.0,1200.0,1684.0,1684.0,1.0,Highly Resilient
1996,Chhattisgarh,Surguja,chickpea,20.0,20.0,20.0,600.0,556.0,556.0,1.0,Highly Resilient
1996,Chhattisgarh,Surguja,maize,22.0,22.0,22.0,800.0,1142.0,1142.0,1.0,Highly Resilient
1996,Chhattisgarh,Surguja,rice,25.0,25.0,25.0,1200.0,1056.0,1056.0,1.0,Highly Resilient
1996,Gujarat,Ahmedabad,chickpea,20.0,20.0,20.0,600.0,591.0,591.0,1.0,Highly Resilient
1996,Gujarat,Ahmedabad,cotton,28.0,28.0,28.0,700.0,218.0,218.0,1.0,Highly Resilient
1996,Gujarat,Ahmedabad,maize,22.0,22.0,22.0,800.0,1470.0,1470.0,1.0,Highly Resilient
1996,Gujarat,Ahmedabad,rice,25.0,25.0,25.0,1200.0,976.0,975.0,1.0,Highly Resilient
1996,Gujarat,Amreli,chickpea,20.0,20.0,20.0,600.0,323.0,323.0,1.0,Highly Resilient
1996,Gujarat,Amreli,cotton,28.0,28.0,28.0,700.0,470.0,470.0,1.0,Highly Resilient
1996,Gujarat,Amreli,maize,22.0,22.0,22.0,800.0,1538.0,1538.0,1.0,Highly Resilient
1996,Gujarat,Amreli,rice,25.0,25.0,25.0,1200.0,1000.0,1000.0,1.0,Highly Resilient
1996,Gujarat,Banaskantha,chickpea,20.0,20.0,20.0,600.0,667.0,667.0,1.0,Highly Resilient
1996,Gujarat,Banaskantha,cotton,28.0,28.0,28.0,700.0,235.0,235.0,1.0,Highly Resilient
1996,Gujarat,Banaskantha,maize,22.0,22.0,22.0,800.0,2919.0,2919.0,1.0,Highly Resilient
1996,Gujarat,Banaskantha,rice,25.0,25.0,25.0,1200.0,1000.0,1000.0,1.0,Highly Resilient
1996,Gujarat,Bharuch,chickpea,20.0,20.0,20.0,600.0,286.0,286.0,1.0,Highly Resilient
1996,Gujarat,Bharuch,cotton,28.0,28.0,28.0,700.0,250.0,249.0,1.0,Highly Resilient
1996,Gujarat,Bharuch,maize,22.0,22.0,22.0,800.0,1553.0,1553.0,1.0,Highly Resilient
1996,Gujarat,Bharuch,rice,25.0,25.0,25.0,1200.0,974.0,974.0,1.0,Highly Resilient
1996,Gujarat,Bhavnagar,chickpea,20.0,20.0,20.0,600.0,697.0,697.0,1.0,Highly Resilient
1996,Gujarat,Bhavnagar,cotton,28.0,28.0,28.0,700.0,272.0,272.0,1.0,Highly Resilient
1996,Gujarat,Bhavnagar,maize,22.0,22.0,22.0,800.0,1559.0,1559.0,1.0,Highly Resilient
1996,Gujarat,Bhavnagar,rice,25.0,25.0,25.0,1200.0,2000.0,2000.0,1.0,Highly Resilient
1996,Gujarat,Dangs,chickpea,20.0,20.0,20.0,600.0,600.0,600.0,1.0,Highly Resilient
1996,Gujarat,Dangs,maize,22.0,22.0,22.0,800.0,1500.0,1500.0,1.0,Highly Resilient
1996,Gujarat,Dangs,rice,25.0,25.0,25.0,1200.0,725.0,725.0,1.0,Highly Resilient
1996,Gujarat,Jamnagar,chickpea,20.0,20.0,20.0,600.0,982.0,982.0,1.0,Highly Resilient
1996,Gujarat,Jamnagar,cotton,28.0,28.0,28.0,700.0,445.0,445.0,1.0,Highly Resilient
1996,Gujarat,Jamnagar,maize,22.0,22.0,22.0,800.0,1529.0,1529.0,1.0,Highly Resilient
1996,Gujarat,Junagadh,chickpea,20.0,20.0,20.0,600.0,1026.0,1025.0,1.0,Highly Resilient
1996,Gujarat,Junagadh,cotton,28.0,28.0,28.0,700.0,330.0,330.0,1.0,Highly Resilient
1996,Gujarat,Junagadh,maize,22.0,22.0,22.0,800.0,1500.0,1500.0,1.0,Highly Resilient
1996,Gujarat,Junagadh,rice,25.0,25.0,25.0,1200.0,1667.0,1667.0,1.0,Highly Resilient
1996,Gujarat,Kheda,chickpea,20.0,20.0,20.0,600.0,615.0,615.0,1.0,Highly Resilient
1996,Gujarat,Kheda,cotton,28.0,28.0,28.0,700.0,341.0,341.0,1.0,Highly Resilient
1996,Gujarat,Kheda,maize,22.0,22.0,22.0,800.0,1329.0,1329.0,1.0,Highly Resilient
1996,Gujarat,Kheda,rice,25.0,25.0,25.0,1200.0,1663.0,1663.0,1.0,Highly Resilient
1996,Gujarat,Kutch,cotton,28.0,28.0,28.0,700.0,156.0,156.0,1.0,Highly Resilient
1996,Gujarat,Mehsana,chickpea,20.0,20.0,20.0,600.0,500.0,500.0,1.0,Highly Resilient
1996,Gujarat,Mehsana,cotton,28.0,28.0,28.0,700.0,272.0,272.0,1.0,Highly Resilient
1996,Gujarat,Mehsana,maize,22.0,22.0,22.0,800.0,1667.0,1667.0,1.0,Highly Resilient
1996,Gujarat,Mehsana,rice,25.0,25.0,25.0,1200.0,1236.0,1236.0,1.0,Highly Resilient
1996,Gujarat,Panchmahal,chickpea,20.0,20.0,20.0,600.0,861.0,861.0,1.0,Highly Resilient
1996,Gujarat,Panchmahal,cotton,28.0,28.0,28.0,700.0,377.0,377.0,1.0,Highly Resilient
1996,Gujarat,Panchmahal,maize,22.0,22.0,22.0,800.0,1350.0,1350.0,1.0,Highly Resilient
1996,Gujarat,Panchmahal,rice,25.0,25.0,25.0,1200.0,826.0,826.0,1.0,Highly Resilient
1996,Gujarat,Rajkot,chickpea,20.0,20.0,20.0,600.0,850.0,850.0,1.0,Highly Resilient
1996,Gujarat,Rajkot,cotton,28.0,28.0,28.0,700.0,554.0,554.0,1.0,Highly Resilient
1996,Gujarat,Rajkot,maize,22.0,22.0,22.0,800.0,2000.0,2000.0,1.0,Highly Resilient
1996,Gujarat,Sabarkantha,chickpea,20.0,20.0,20.0,600.0,778.0,778.0,1.0,Highly Resilient
1996,Gujarat,Sabarkantha,cotton,28.0,28.0,28.0,700.0,482.0,482.0,1.0,Highly Resilient
1996,Gujarat,Sabarkantha,maize,22.0,22.0,22.0,800.0,1872.0,1872.0,1.0,Highly Resilient
1996,Gujarat,Sabarkantha,rice,25.0,25.0,25.0,1200.0,1571.0,1571.0,1.0,Highly Resilient
1996,Gujarat,Surat,chickpea,20.0,20.0,20.0,600.0,781.0,781.0,1.0,Highly Resilient
1996,Gujarat,Surat,cotton,28.0,28.0,28.0,700.0,384.0,384.0,1.0,Highly Resilient
1996,Gujarat,Surat,maize,22.0,22.0,22.0,800.0,1500.0,1500.0,1.0,Highly Resilient
1996,Gujarat,Surat,rice,25.0,25.0,25.0,1200.0,2376.0,2376.0,1.0,Highly Resilient
1996,Gujarat,Surendranagar,chickpea,20.0,20.0,20.0,600.0,623.0,622.0,1.0,Highly Resilient
1996,Gujarat,Surendranagar,cotton,28.0,28.0,28.0,700.0,213.0,213.0,1.0,Highly Resilient
1996,Gujarat,Surendranagar,rice,25.0,25.0,25.0,1200.0,1750.0,1750.0,1.0,Highly Resilient
1996,Gujarat,Vadodara / Baroda,chickpea,20.0,20.0,20.0,600.0,778.0,778.0,1.0,Highly Resilient
1996,Gujarat,Vadodara / Baroda,cotton,28.0,28.0,28.0,700.0,341.0,341.0,1.0,Highly Resilient
1996,Gujarat,Vadodara / Baroda,maize,22.0,22.0,22.0,800.0,1531.0,1531.0,1.0,Highly Resilient
1996,Gujarat,Vadodara / Baroda,rice,25.0,25.0,25.0,1200.0,1075.0,1075.0,1.0,Highly Resilient
1996,Gujarat,Valsad,chickpea,20.0,20.0,20.0,600.0,706.0,706.0,1.0,Highly Resilient
1996,Gujarat,Valsad,maize,22.0,22.0,22.0,800.0,1000.0,1000.0,1.0,Highly Resilient
1996,Gujarat,Valsad,rice,25.0,25.0,25.0,1200.0,2040.0,2040.0,1.0,Highly Resilient
1996,Karnataka,Bangalore,chickpea,20.0,20.0,20.0,600.0,571.0,571.0,1.0,Highly Resilient
1996,Karnataka,Bangalore,maize,22.0,22.0,22.0,800.0,3361.0,3361.0,1.0,Highly Resilient
1996,Karnataka,Bangalore,rice,25.0,25.0,25.0,1200.0,2630.0,2631.0,1.0,Highly Resilient
1996,Karnataka,Belgaum,chickpea,20.0,20.0,20.0,600.0,622.0,622.0,1.0,Highly Resilient
1996,Karnataka,Belgaum,cotton,28.0,28.0,28.0,700.0,280.0,280.0,1.0,Highly Resilient
1996,Karnataka,Belgaum,maize,22.0,22.0,22.0,800.0,2832.0,2832.0,1.0,Highly Resilient
1996,Karnataka,Belgaum,rice,25.0,25.0,25.0,1200.0,1608.0,1608.0,1.0,Highly Resilient
1996,Karnataka,Bellary,chickpea,20.0,20.0,20.0,600.0,479.0,479.0,1.0,Highly Resilient
1996,Karnataka,Bellary,cotton,28.0,28.0,28.0,700.0,242.0,242.0,1.0,Highly Resilient
1996,Karnataka,Bellary,maize,22.0,22.0,22.0,800.0,3407.0,3408.0,1.0,Highly Resilient
1996,Karnataka,Bellary,rice,25.0,25.0,25.0,1200.0,3017.0,3018.0,1.0,Highly Resilient
1996,Karnataka,Bidar,chickpea,20.0,20.0,20.0,600.0,466.0,466.0,1.0,Highly Resilient
1996,Karnataka,Bidar,cotton,28.0,28.0,28.0,700.0,248.0,248.0,1.0,Highly Resilient
1996,Karnataka,Bidar,maize,22.0,22.0,22.0,800.0,2000.0,2000.0,1.0,Highly Resilient
1996,Karnataka,Bidar,rice,25.0,25.0,25.0,1200.0,851.0,851.0,1.0,Highly Resilient
1996,Karnataka,Bijapur / Vijayapura,chickpea,20.0,20.0,20.0,600.0,524.0,524.0,1.0,Highly Resilient
1996,Karnataka,Bijapur / Vijayapura,cotton,28.0,28.0,28.0,700.0,253.0,253.0,1.0,Highly Resilient
1996,Karnataka,Bijapur / Vijayapura,maize,22.0,22.0,22.0,800.0,3577.0,3578.0,1.0,Highly Resilient
1996,Karnataka,Bijapur / Vijayapura,rice,25.0,25.0,25.0,1200.0,1404.0,1404.0,1.0,Highly Resilient
1996,Karnataka,Chickmagalur,chickpea,20.0,20.0,20.0,600.0,431.0,430.0,1.0,Highly Resilient
1996,Karnataka,Chickmagalur,cotton,28.0,28.0,28.0,700.0,233.0,233.0,1.0,Highly Resilient
1996,Karnataka,Chickmagalur,maize,22.0,22.0,22.0,800.0,2871.0,2870.0,1.0,Highly Resilient
1996,Karnataka,Chickmagalur,rice,25.0,25.0,25.0,1200.0,2351.0,2351.0,1.0,Highly Resilient
1996,Karnataka,Chitradurga,chickpea,20.0,20.0,20.0,600.0,425.0,426.0,1.0,Highly Resilient
1996,Karnataka,Chitradurga,cotton,28.0,28.0,28.0,700.0,335.0,335.0,1.0,Highly Resilient
1996,Karnataka,Chitradurga,maize,22.0,22.0,22.0,800.0,3469.0,3467.0,1.0,Highly Resilient
1996,Karnataka,Chitradurga,rice,25.0,25.0,25.0,1200.0,3013.0,3012.0,1.0,Highly Resilient
1996,Karnataka,Dakshina Kannada,rice,25.0,25.0,25.0,1200.0,1960.0,1960.0,1.0,Highly Resilient
1996,Karnataka,Dharwad,chickpea,20.0,20.0,20.0,600.0,699.0,699.0,1.0,Highly Resilient
1996,Karnataka,Dharwad,cotton,28.0,28.0,28.0,700.0,193.0,193.0,1.0,Highly Resilient
1996,Karnataka,Dharwad,maize,22.0,22.0,22.0,800.0,2287.0,2286.0,1.0,Highly Resilient
1996,Karnataka,Dharwad,rice,25.0,25.0,25.0,1200.0,1015.0,1015.0,1.0,Highly Resilient
1996,Karnataka,Gulbarga / Kalaburagi,chickpea,20.0,20.0,20.0,600.0,575.0,575.0,1.0,Highly Resilient
1996,Karnataka,Gulbarga / Kalaburagi,cotton,28.0,28.0,28.0,700.0,273.0,273.0,1.0,Highly Resilient
1996,Karnataka,Gulbarga / Kalaburagi,maize,22.0,22.0,22.0,800.0,2729.0,2729.0,1.0,Highly Resilient
1996,Karnataka,Gulbarga / Kalaburagi,rice,25.0,25.0,25.0,1200.0,2236.0,2236.0,1.0,Highly Resilient
1996,Karnataka,Hassan,chickpea,20.0,20.0,20.0,600.0,399.0,398.0,1.0,Highly Resilient
1996,Karnataka,Hassan,cotton,28.0,28.0,28.0,700.0,228.0,228.0,1.0,Highly Resilient
1996,Karnataka,Hassan,maize,22.0,22.0,22.0,800.0,2880.0,2880.0,1.0,Highly Resilient
1996,Karnataka,Hassan,rice,25.0,25.0,25.0,1200.0,2320.0,2321.0,1.0,Highly Resilient
1996,Karnataka,Kodagu / Coorg,maize,22.0,22.0,22.0,800.0,3216.0,3216.0,1.0,Highly Resilient
1996,Karnataka,Kodagu / Coorg,rice,25.0,25.0,25.0,1200.0,2235.0,2235.0,1.0,Highly Resilient
1996,Karnataka,Kolar,chickpea,20.0,20.0,20.0,600.0,571.0,571.0,1.0,Highly Resilient
1996,Karnataka,Kolar,cotton,28.0,28.0,28.0,700.0,400.0,400.0,1.0,Highly Resilient
1996,Karnataka,Kolar,maize,22.0,22.0,22.0,800.0,3113.0,3113.0,1.0,Highly Resilient
1996,Karnataka,Kolar,rice,25.0,25.0,25.0,1200.0,2443.0,2444.0,1.0,Highly Resilient
1996,Karnataka,Mandya,chickpea,20.0,20.0,20.0,600.0,500.0,500.0,1.0,Highly Resilient
1996,Karnataka,Mandya,maize,22.0,22.0,22.0,800.0,2500.0,2517.0,0.99,Highly Resilient
1996,Karnataka,Mandya,rice,25.0,25.0,25.0,1200.0,2924.0,2924.0,1.0,Highly Resilient
1996,Karnataka,Mysore,chickpea,20.0,20.0,20.0,600.0,402.0,402.0,1.0,Highly Resilient
1996,Karnataka,Mysore,cotton,28.0,28.0,28.0,700.0,312.0,312.0,1.0,Highly Resilient
1996,Karnataka,Mysore,maize,22.0,22.0,22.0,800.0,3217.0,3217.0,1.0,Highly Resilient
1996,Karnataka,Mysore,rice,25.0,25.0,25.0,1200.0,3110.0,3111.0,1.0,Highly Resilient
1996,Karnataka,Raichur,chickpea,20.0,20.0,20.0,600.0,481.0,481.0,1.0,Highly Resilient
1996,Karnataka,Raichur,cotton,28.0,28.0,28.0,700.0,274.0,274.0,1.0,Highly Resilient
1996,Karnataka,Raichur,maize,22.0,22.0,22.0,800.0,2444.0,2445.0,1.0,Highly Resilient
1996,Karnataka,Raichur,rice,25.0,25.0,25.0,1200.0,2811.0,2811.0,1.0,Highly Resilient
1996,Karnataka,Shimoge,chickpea,20.0,20.0,20.0,600.0,538.0,538.0,1.0,Highly Resilient
1996,Karnataka,Shimoge,cotton,28.0,28.0,28.0,700.0,469.0,469.0,1.0,Highly Resilient
1996,Karnataka,Shimoge,maize,22.0,22.0,22.0,800.0,3905.0,3904.0,1.0,Highly Resilient
1996,Karnataka,Shimoge,rice,25.0,25.0,25.0,1200.0,2323.0,2323.0,1.0,Highly Resilient
1996,Karnataka,Tumkur,chickpea,20.0,20.0,20.0,600.0,542.0,542.0,1.0,Highly Resilient
1996,Karnataka,Tumkur,cotton,28.0,28.0,28.0,700.0,290.0,290.0,1.0,Highly Resilient
1996,Karnataka,Tumkur,maize,22.0,22.0,22.0,800.0,3413.0,3413.0,1.0,Highly Resilient
1996,Karnataka,Tumkur,rice,25.0,25.0,25.0,1200.0,2806.0,2808.0,1.0,Highly Resilient
1996,Karnataka,Uttara Kannada,chickpea,20.0,20.0,20.0,600.0,571.0,571.0,1.0,Highly Resilient
1996,Karnataka,Uttara Kannada,cotton,28.0,28.0,28.0,700.0,524.0,524.0,1.0,Highly Resilient
1996,Karnataka,Uttara Kannada,maize,22.0,22.0,22.0,800.0,2000.0,2000.0,1.0,Highly Resilient
1996,Karnataka,Uttara Kannada,rice,25.0,25.0,25.0,1200.0,1701.0,1701.0,1.0,Highly Resilient
1996,Madhya Pradesh,Balaghat,chickpea,20.0,20.0,20.0,600.0,940.0,940.0,1.0,Highly Resilient
1996,Madhya Pradesh,Balaghat,maize,22.0,22.0,22.0,800.0,1280.0,1280.0,1.0,Highly Resilient
1996,Madhya Pradesh,Balaghat,rice,25.0,25.0,25.0,1200.0,1040.0,1040.0,1.0,Highly Resilient
1996,Madhya Pradesh,Betul,chickpea,20.0,20.0,20.0,600.0,584.0,584.0,1.0,Highly Resilient
1996,Madhya Pradesh,Betul,cotton,28.0,28.0,28.0,700.0,77.0,77.0,1.0,Highly Resilient
1996,Madhya Pradesh,Betul,maize,22.0,22.0,22.0,800.0,1328.0,1328.0,1.0,Highly Resilient
1996,Madhya Pradesh,Betul,rice,25.0,25.0,25.0,1200.0,1065.0,1065.0,1.0,Highly Resilient
1996,Madhya Pradesh,Bhind,chickpea,20.0,20.0,20.0,600.0,1260.0,1257.0,1.0,Highly Resilient
1996,Madhya Pradesh,Bhind,maize,22.0,22.0,22.0,800.0,1000.0,1000.0,1.0,Highly Resilient
1996,Madhya Pradesh,Bhind,rice,25.0,25.0,25.0,1200.0,2514.0,2514.0,1.0,Highly Resilient
1996,Madhya Pradesh,Chhatarpur,chickpea,20.0,20.0,20.0,600.0,1092.0,1090.0,1.0,Highly Resilient
1996,Madhya Pradesh,Chhatarpur,maize,22.0,22.0,22.0,800.0,1000.0,1000.0,1.0,Highly Resilient
1996,Madhya Pradesh,Chhatarpur,rice,25.0,25.0,25.0,1200.0,889.0,892.0,1.0,Highly Resilient
1996,Madhya Pradesh,Chhindwara,chickpea,20.0,20.0,20.0,600.0,1095.0,1093.0,1.0,Highly Resilient
1996,Madhya Pradesh,Chhindwara,cotton,28.0,28.0,28.0,700.0,268.0,268.0,1.0,Highly Resilient
1996,Madhya Pradesh,Chhindwara,maize,22.0,22.0,22.0,800.0,1651.0,1651.0,1.0,Highly Resilient
1996,Madhya Pradesh,Chhindwara,rice,25.0,25.0,25.0,1200.0,832.0,832.0,1.0,Highly Resilient
1996,Madhya Pradesh,Damoh,chickpea,20.0,20.0,20.0,600.0,681.0,681.0,1.0,Highly Resilient
1996,Madhya Pradesh,Damoh,maize,22.0,22.0,22.0,800.0,1455.0,1454.0,1.0,Highly Resilient
1996,Madhya Pradesh,Damoh,rice,25.0,25.0,25.0,1200.0,669.0,669.0,1.0,Highly Resilient
1996,Madhya Pradesh,Datia,chickpea,20.0,20.0,20.0,600.0,1251.0,1247.0,1.0,Highly Resilient
1996,Madhya Pradesh,Datia,maize,22.0,22.0,22.0,800.0,1200.0,1200.0,1.0,Highly Resilient
1996,Madhya Pradesh,Datia,rice,25.0,25.0,25.0,1200.0,1500.0,1500.0,1.0,Highly Resilient
1996,Madhya Pradesh,Dewas,chickpea,20.0,20.0,20.0,600.0,1049.0,1047.0,1.0,Highly Resilient
1996,Madhya Pradesh,Dewas,cotton,28.0,28.0,28.0,700.0,146.0,146.0,1.0,Highly Resilient
1996,Madhya Pradesh,Dewas,maize,22.0,22.0,22.0,800.0,973.0,973.0,1.0,Highly Resilient
1996,Madhya Pradesh,Dewas,rice,25.0,25.0,25.0,1200.0,600.0,600.0,1.0,Highly Resilient
1996,Madhya Pradesh,Dhar,chickpea,20.0,20.0,20.0,600.0,806.0,806.0,1.0,Highly Resilient
1996,Madhya Pradesh,Dhar,cotton,28.0,28.0,28.0,700.0,186.0,186.0,1.0,Highly Resilient
1996,Madhya Pradesh,Dhar,maize,22.0,22.0,22.0,800.0,1135.0,1135.0,1.0,Highly Resilient
1996,Madhya Pradesh,Dhar,rice,25.0,25.0,25.0,1200.0,659.0,659.0,1.0,Highly Resilient
1996,Madhya Pradesh,Guna,chickpea,20.0,20.0,20.0,600.0,826.0,826.0,1.0,Highly Resilient
1996,Madhya Pradesh,Guna,maize,22.0,22.0,22.0,800.0,827.0,827.0,1.0,Highly Resilient
1996,Madhya Pradesh,Guna,rice,25.0,25.0,25.0,1200.0,727.0,727.0,1.0,Highly Resilient
1996,Madhya Pradesh,Gwalior,chickpea,20.0,20.0,20.0,600.0,853.0,853.0,1.0,Highly Resilient
1996,Madhya Pradesh,Gwalior,rice,25.0,25.0,25.0,1200.0,2282.0,2282.0,1.0,Highly Resilient
1996,Madhya Pradesh,Hoshangabad,chickpea,20.0,20.0,20.0,600.0,1165.0,1159.0,1.0,Highly Resilient
1996,Madhya Pradesh,Hoshangabad,cotton,28.0,28.0,28.0,700.0,132.0,133.0,1.0,Highly Resilient
1996,Madhya Pradesh,Hoshangabad,maize,22.0,22.0,22.0,800.0,1435.0,1435.0,1.0,Highly Resilient
1996,Madhya Pradesh,Hoshangabad,rice,25.0,25.0,25.0,1200.0,1330.0,1330.0,1.0,Highly Resilient
1996,Madhya Pradesh,Indore,chickpea,20.0,20.0,20.0,600.0,768.0,768.0,1.0,Highly Resilient
1996,Madhya Pradesh,Indore,maize,22.0,22.0,22.0,800.0,1152.0,1152.0,1.0,Highly Resilient
1996,Madhya Pradesh,Jabalpur,chickpea,20.0,20.0,20.0,600.0,1017.0,1017.0,1.0,Highly Resilient
1996,Madhya Pradesh,Jabalpur,maize,22.0,22.0,22.0,800.0,1070.0,1070.0,1.0,Highly Resilient
1996,Madhya Pradesh,Jabalpur,rice,25.0,25.0,25.0,1200.0,563.0,563.0,1.0,Highly Resilient
1996,Madhya Pradesh,Jhabua,chickpea,20.0,20.0,20.0,600.0,698.0,698.0,1.0,Highly Resilient
1996,Madhya Pradesh,Jhabua,cotton,28.0,28.0,28.0,700.0,84.0,84.0,1.0,Highly Resilient
1996,Madhya Pradesh,Jhabua,maize,22.0,22.0,22.0,800.0,689.0,689.0,1.0,Highly Resilient
1996,Madhya Pradesh,Jhabua,rice,25.0,25.0,25.0,1200.0,582.0,582.0,1.0,Highly Resilient
1996,Madhya Pradesh,Khandwa / East Nimar,chickpea,20.0,20.0,20.0,600.0,834.0,834.0,1.0,Highly Resilient
1996,Madhya Pradesh,Khandwa / East Nimar,cotton,28.0,28.0,28.0,700.0,99.0,99.0,1.0,Highly Resilient
